seed,family_size,arm,accepted,true_accepts,false_accepts,recall,empirical_fdr
479,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
479,3000,Random-25,0,0,0,0.0,0.0
479,3000,VeraDM-prior,6,3,3,1.0,0.5
480,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
480,3000,Random-25,0,0,0,0.0,0.0
480,3000,VeraDM-prior,1,1,0,0.3333333333333333,0.0
481,3000,Exhaustive-Expanded,5,3,2,1.0,0.4
481,3000,Random-25,0,0,0,0.0,0.0
481,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
482,3000,Exhaustive-Expanded,0,0,0,0.0,0.0
482,3000,Random-25,0,0,0,0.0,0.0
482,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
483,3000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
483,3000,Random-25,0,0,0,0.0,0.0
483,3000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
484,3000,Exhaustive-Expanded,4,2,2,0.6666666666666666,0.5
484,3000,Random-25,0,0,0,0.0,0.0
484,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
485,3000,Exhaustive-Expanded,0,0,0,0.0,0.0
485,3000,Random-25,1,0,1,0.0,1.0
485,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
486,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
486,3000,Random-25,0,0,0,0.0,0.0
486,3000,VeraDM-prior,3,3,0,1.0,0.0
487,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
487,3000,Random-25,0,0,0,0.0,0.0
487,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
488,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
488,3000,Random-25,0,0,0,0.0,0.0
488,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
489,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
489,3000,Random-25,0,0,0,0.0,0.0
489,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
490,3000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
490,3000,Random-25,1,0,1,0.0,1.0
490,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
491,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
491,3000,Random-25,0,0,0,0.0,0.0
491,3000,VeraDM-prior,1,1,0,0.3333333333333333,0.0
492,3000,Exhaustive-Expanded,2,1,1,0.3333333333333333,0.5
492,3000,Random-25,0,0,0,0.0,0.0
492,3000,VeraDM-prior,4,3,1,1.0,0.25
493,3000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
493,3000,Random-25,0,0,0,0.0,0.0
493,3000,VeraDM-prior,4,3,1,1.0,0.25
494,3000,Exhaustive-Expanded,4,2,2,0.6666666666666666,0.5
494,3000,Random-25,0,0,0,0.0,0.0
494,3000,VeraDM-prior,1,1,0,0.3333333333333333,0.0
495,3000,Exhaustive-Expanded,4,2,2,0.6666666666666666,0.5
495,3000,Random-25,0,0,0,0.0,0.0
495,3000,VeraDM-prior,3,3,0,1.0,0.0
496,3000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
496,3000,Random-25,0,0,0,0.0,0.0
496,3000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
497,3000,Exhaustive-Expanded,3,3,0,1.0,0.0
497,3000,Random-25,0,0,0,0.0,0.0
497,3000,VeraDM-prior,3,3,0,1.0,0.0
498,3000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
498,3000,Random-25,0,0,0,0.0,0.0
498,3000,VeraDM-prior,3,3,0,1.0,0.0
499,3000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
499,3000,Random-25,1,0,1,0.0,1.0
499,3000,VeraDM-prior,4,3,1,1.0,0.25
0,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
0,10000,Random-25,0,0,0,0.0,0.0
0,10000,VeraDM-prior,5,3,2,1.0,0.4
1,10000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
1,10000,Random-25,0,0,0,0.0,0.0
1,10000,VeraDM-prior,4,3,1,1.0,0.25
2,10000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
2,10000,Random-25,0,0,0,0.0,0.0
2,10000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
3,10000,Exhaustive-Expanded,4,2,2,0.6666666666666666,0.5
3,10000,Random-25,0,0,0,0.0,0.0
3,10000,VeraDM-prior,5,3,2,1.0,0.4
4,10000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
4,10000,Random-25,0,0,0,0.0,0.0
4,10000,VeraDM-prior,3,3,0,1.0,0.0
5,10000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
5,10000,Random-25,0,0,0,0.0,0.0
5,10000,VeraDM-prior,3,3,0,1.0,0.0
6,10000,Exhaustive-Expanded,3,3,0,1.0,0.0
6,10000,Random-25,0,0,0,0.0,0.0
6,10000,VeraDM-prior,3,3,0,1.0,0.0
7,10000,Exhaustive-Expanded,4,3,1,1.0,0.25
7,10000,Random-25,0,0,0,0.0,0.0
7,10000,VeraDM-prior,3,3,0,1.0,0.0
8,10000,Exhaustive-Expanded,3,3,0,1.0,0.0
8,10000,Random-25,0,0,0,0.0,0.0
8,10000,VeraDM-prior,3,3,0,1.0,0.0
9,10000,Exhaustive-Expanded,3,3,0,1.0,0.0
9,10000,Random-25,0,0,0,0.0,0.0
9,10000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
10,10000,Exhaustive-Expanded,0,0,0,0.0,0.0
10,10000,Random-25,0,0,0,0.0,0.0
10,10000,VeraDM-prior,4,3,1,1.0,0.25
11,10000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
11,10000,Random-25,0,0,0,0.0,0.0
11,10000,VeraDM-prior,3,3,0,1.0,0.0
12,10000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
12,10000,Random-25,0,0,0,0.0,0.0
12,10000,VeraDM-prior,3,3,0,1.0,0.0
13,10000,Exhaustive-Expanded,4,3,1,1.0,0.25
13,10000,Random-25,0,0,0,0.0,0.0
13,10000,VeraDM-prior,3,3,0,1.0,0.0
14,10000,Exhaustive-Expanded,4,3,1,1.0,0.25
14,10000,Random-25,0,0,0,0.0,0.0
14,10000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
15,10000,Exhaustive-Expanded,4,3,1,1.0,0.25
15,10000,Random-25,0,0,0,0.0,0.0
15,10000,VeraDM-prior,3,3,0,1.0,0.0
16,10000,Exhaustive-Expanded,3,3,0,1.0,0.0
16,10000,Random-25,0,0,0,0.0,0.0
16,10000,VeraDM-prior,4,3,1,1.0,0.25
17,10000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
17,10000,Random-25,0,0,0,0.0,0.0
17,10000,VeraDM-prior,3,3,0,1.0,0.0
18,10000,Exhaustive-Expanded,0,0,0,0.0,0.0
18,10000,Random-25,0,0,0,0.0,0.0
18,10000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
19,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
19,10000,Random-25,0,0,0,0.0,0.0
19,10000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
20,10000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
20,10000,Random-25,0,0,0,0.0,0.0
20,10000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
21,10000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
21,10000,Random-25,0,0,0,0.0,0.0
21,10000,VeraDM-prior,3,3,0,1.0,0.0
22,10000,Exhaustive-Expanded,0,0,0,0.0,0.0
22,10000,Random-25,0,0,0,0.0,0.0
22,10000,VeraDM-prior,3,3,0,1.0,0.0
23,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
23,10000,Random-25,0,0,0,0.0,0.0
23,10000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
24,10000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
24,10000,Random-25,0,0,0,0.0,0.0
24,10000,VeraDM-prior,3,3,0,1.0,0.0
25,10000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
25,10000,Random-25,0,0,0,0.0,0.0
25,10000,VeraDM-prior,3,3,0,1.0,0.0
26,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
26,10000,Random-25,0,0,0,0.0,0.0
26,10000,VeraDM-prior,3,3,0,1.0,0.0
27,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
27,10000,Random-25,0,0,0,0.0,0.0
27,10000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
28,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
28,10000,Random-25,0,0,0,0.0,0.0
28,10000,VeraDM-prior,4,3,1,1.0,0.25
29,10000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
29,10000,Random-25,0,0,0,0.0,0.0
29,10000,VeraDM-prior,4,3,1,1.0,0.25
30,10000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
30,10000,Random-25,0,0,0,0.0,0.0
30,10000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
31,10000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
31,10000,Random-25,1,0,1,0.0,1.0
31,10000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
32,10000,Exhaustive-Expanded,3,3,0,1.0,0.0
32,10000,Random-25,0,0,0,0.0,0.0
32,10000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
33,10000,Exhaustive-Expanded,4,3,1,1.0,0.25
33,10000,Random-25,0,0,0,0.0,0.0
33,10000,VeraDM-prior,3,3,0,1.0,0.0
34,10000,Exhaustive-Expanded,0,0,0,0.0,0.0
34,10000,Random-25,0,0,0,0.0,0.0
34,10000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
35,10000,Exhaustive-Expanded,4,3,1,1.0,0.25
35,10000,Random-25,0,0,0,0.0,0.0
35,10000,VeraDM-prior,4,2,2,0.6666666666666666,0.5
36,10000,Exhaustive-Expanded,0,0,0,0.0,0.0
36,10000,Random-25,0,0,0,0.0,0.0
36,10000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
37,10000,Exhaustive-Expanded,0,0,0,0.0,0.0
37,10000,Random-25,0,0,0,0.0,0.0
37,10000,VeraDM-prior,3,3,0,1.0,0.0
38,10000,Exhaustive-Expanded,4,3,1,1.0,0.25
38,10000,Random-25,1,0,1,0.0,1.0
38,10000,VeraDM-prior,3,3,0,1.0,0.0
39,10000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
39,10000,Random-25,0,0,0,0.0,0.0
39,10000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
40,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
40,10000,Random-25,0,0,0,0.0,0.0
40,10000,VeraDM-prior,3,3,0,1.0,0.0
41,10000,Exhaustive-Expanded,3,3,0,1.0,0.0
41,10000,Random-25,0,0,0,0.0,0.0
41,10000,VeraDM-prior,4,3,1,1.0,0.25
42,10000,Exhaustive-Expanded,0,0,0,0.0,0.0
42,10000,Random-25,0,0,0,0.0,0.0
42,10000,VeraDM-prior,4,3,1,1.0,0.25
43,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
43,10000,Random-25,0,0,0,0.0,0.0
43,10000,VeraDM-prior,3,3,0,1.0,0.0
44,10000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
44,10000,Random-25,0,0,0,0.0,0.0
44,10000,VeraDM-prior,3,3,0,1.0,0.0
45,10000,Exhaustive-Expanded,0,0,0,0.0,0.0
45,10000,Random-25,1,1,0,0.3333333333333333,0.0
45,10000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
46,10000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
46,10000,Random-25,0,0,0,0.0,0.0
46,10000,VeraDM-prior,3,3,0,1.0,0.0
47,10000,Exhaustive-Expanded,3,3,0,1.0,0.0
47,10000,Random-25,0,0,0,0.0,0.0
47,10000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
48,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
48,10000,Random-25,0,0,0,0.0,0.0
48,10000,VeraDM-prior,3,3,0,1.0,0.0
49,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
49,10000,Random-25,1,0,1,0.0,1.0
49,10000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
50,10000,Exhaustive-Expanded,0,0,0,0.0,0.0
50,10000,Random-25,0,0,0,0.0,0.0
50,10000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
51,10000,Exhaustive-Expanded,3,3,0,1.0,0.0
51,10000,Random-25,0,0,0,0.0,0.0
51,10000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
52,10000,Exhaustive-Expanded,0,0,0,0.0,0.0
52,10000,Random-25,0,0,0,0.0,0.0
52,10000,VeraDM-prior,7,2,5,0.6666666666666666,0.7142857142857143
53,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
53,10000,Random-25,0,0,0,0.0,0.0
53,10000,VeraDM-prior,4,2,2,0.6666666666666666,0.5
54,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
54,10000,Random-25,0,0,0,0.0,0.0
54,10000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
55,10000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
55,10000,Random-25,0,0,0,0.0,0.0
55,10000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
56,10000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
56,10000,Random-25,0,0,0,0.0,0.0
56,10000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
57,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
57,10000,Random-25,0,0,0,0.0,0.0
57,10000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
58,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
58,10000,Random-25,0,0,0,0.0,0.0
58,10000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
59,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
59,10000,Random-25,0,0,0,0.0,0.0
59,10000,VeraDM-prior,3,3,0,1.0,0.0
60,10000,Exhaustive-Expanded,3,3,0,1.0,0.0
60,10000,Random-25,0,0,0,0.0,0.0
60,10000,VeraDM-prior,4,3,1,1.0,0.25
61,10000,Exhaustive-Expanded,2,1,1,0.3333333333333333,0.5
61,10000,Random-25,0,0,0,0.0,0.0
61,10000,VeraDM-prior,3,3,0,1.0,0.0
62,10000,Exhaustive-Expanded,3,3,0,1.0,0.0
62,10000,Random-25,0,0,0,0.0,0.0
62,10000,VeraDM-prior,4,3,1,1.0,0.25
63,10000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
63,10000,Random-25,1,0,1,0.0,1.0
63,10000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
64,10000,Exhaustive-Expanded,2,1,1,0.3333333333333333,0.5
64,10000,Random-25,0,0,0,0.0,0.0
64,10000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
65,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
65,10000,Random-25,0,0,0,0.0,0.0
65,10000,VeraDM-prior,4,3,1,1.0,0.25
66,10000,Exhaustive-Expanded,5,3,2,1.0,0.4
66,10000,Random-25,0,0,0,0.0,0.0
66,10000,VeraDM-prior,1,1,0,0.3333333333333333,0.0
67,10000,Exhaustive-Expanded,3,3,0,1.0,0.0
67,10000,Random-25,0,0,0,0.0,0.0
67,10000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
68,10000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
68,10000,Random-25,0,0,0,0.0,0.0
68,10000,VeraDM-prior,3,3,0,1.0,0.0
69,10000,Exhaustive-Expanded,3,3,0,1.0,0.0
69,10000,Random-25,0,0,0,0.0,0.0
69,10000,VeraDM-prior,3,3,0,1.0,0.0
70,10000,Exhaustive-Expanded,3,3,0,1.0,0.0
70,10000,Random-25,0,0,0,0.0,0.0
70,10000,VeraDM-prior,3,3,0,1.0,0.0
71,10000,Exhaustive-Expanded,0,0,0,0.0,0.0
71,10000,Random-25,0,0,0,0.0,0.0
71,10000,VeraDM-prior,5,3,2,1.0,0.4
72,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
72,10000,Random-25,0,0,0,0.0,0.0
72,10000,VeraDM-prior,3,3,0,1.0,0.0
73,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
73,10000,Random-25,0,0,0,0.0,0.0
73,10000,VeraDM-prior,1,1,0,0.3333333333333333,0.0
74,10000,Exhaustive-Expanded,3,3,0,1.0,0.0
74,10000,Random-25,0,0,0,0.0,0.0
74,10000,VeraDM-prior,3,3,0,1.0,0.0
75,10000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
75,10000,Random-25,0,0,0,0.0,0.0
75,10000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
76,10000,Exhaustive-Expanded,3,3,0,1.0,0.0
76,10000,Random-25,0,0,0,0.0,0.0
76,10000,VeraDM-prior,5,3,2,1.0,0.4
77,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
77,10000,Random-25,0,0,0,0.0,0.0
77,10000,VeraDM-prior,4,3,1,1.0,0.25
78,10000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
78,10000,Random-25,0,0,0,0.0,0.0
78,10000,VeraDM-prior,2,1,1,0.3333333333333333,0.5
79,10000,Exhaustive-Expanded,4,3,1,1.0,0.25
79,10000,Random-25,0,0,0,0.0,0.0
79,10000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
80,10000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
80,10000,Random-25,0,0,0,0.0,0.0
80,10000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
81,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
81,10000,Random-25,0,0,0,0.0,0.0
81,10000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
82,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
82,10000,Random-25,0,0,0,0.0,0.0
82,10000,VeraDM-prior,3,3,0,1.0,0.0
83,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
83,10000,Random-25,0,0,0,0.0,0.0
83,10000,VeraDM-prior,3,3,0,1.0,0.0
84,10000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
84,10000,Random-25,1,0,1,0.0,1.0
84,10000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
85,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
85,10000,Random-25,0,0,0,0.0,0.0
85,10000,VeraDM-prior,3,3,0,1.0,0.0
86,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
86,10000,Random-25,0,0,0,0.0,0.0
86,10000,VeraDM-prior,5,3,2,1.0,0.4
87,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
87,10000,Random-25,0,0,0,0.0,0.0
87,10000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
88,10000,Exhaustive-Expanded,3,3,0,1.0,0.0
88,10000,Random-25,0,0,0,0.0,0.0
88,10000,VeraDM-prior,3,3,0,1.0,0.0
89,10000,Exhaustive-Expanded,3,0,3,0.0,1.0
89,10000,Random-25,0,0,0,0.0,0.0
89,10000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
90,10000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
90,10000,Random-25,0,0,0,0.0,0.0
90,10000,VeraDM-prior,3,3,0,1.0,0.0
91,10000,Exhaustive-Expanded,4,3,1,1.0,0.25
91,10000,Random-25,0,0,0,0.0,0.0
91,10000,VeraDM-prior,4,3,1,1.0,0.25
92,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
92,10000,Random-25,0,0,0,0.0,0.0
92,10000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
93,10000,Exhaustive-Expanded,3,3,0,1.0,0.0
93,10000,Random-25,0,0,0,0.0,0.0
93,10000,VeraDM-prior,3,3,0,1.0,0.0
94,10000,Exhaustive-Expanded,2,1,1,0.3333333333333333,0.5
94,10000,Random-25,1,0,1,0.0,1.0
94,10000,VeraDM-prior,3,3,0,1.0,0.0
95,10000,Exhaustive-Expanded,3,3,0,1.0,0.0
95,10000,Random-25,0,0,0,0.0,0.0
95,10000,VeraDM-prior,3,3,0,1.0,0.0
96,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
96,10000,Random-25,0,0,0,0.0,0.0
96,10000,VeraDM-prior,3,3,0,1.0,0.0
97,10000,Exhaustive-Expanded,3,3,0,1.0,0.0
97,10000,Random-25,0,0,0,0.0,0.0
97,10000,VeraDM-prior,4,3,1,1.0,0.25
98,10000,Exhaustive-Expanded,3,3,0,1.0,0.0
98,10000,Random-25,1,0,1,0.0,1.0
98,10000,VeraDM-prior,1,1,0,0.3333333333333333,0.0
99,10000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
99,10000,Random-25,1,0,1,0.0,1.0
99,10000,VeraDM-prior,3,3,0,1.0,0.0
100,10000,Exhaustive-Expanded,4,2,2,0.6666666666666666,0.5
100,10000,Random-25,0,0,0,0.0,0.0
100,10000,VeraDM-prior,3,3,0,1.0,0.0
101,10000,Exhaustive-Expanded,3,3,0,1.0,0.0
101,10000,Random-25,0,0,0,0.0,0.0
101,10000,VeraDM-prior,4,3,1,1.0,0.25
102,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
102,10000,Random-25,1,0,1,0.0,1.0
102,10000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
103,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
103,10000,Random-25,0,0,0,0.0,0.0
103,10000,VeraDM-prior,3,3,0,1.0,0.0
104,10000,Exhaustive-Expanded,4,3,1,1.0,0.25
104,10000,Random-25,0,0,0,0.0,0.0
104,10000,VeraDM-prior,3,3,0,1.0,0.0
105,10000,Exhaustive-Expanded,3,3,0,1.0,0.0
105,10000,Random-25,0,0,0,0.0,0.0
105,10000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
106,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
106,10000,Random-25,0,0,0,0.0,0.0
106,10000,VeraDM-prior,3,3,0,1.0,0.0
107,10000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
107,10000,Random-25,0,0,0,0.0,0.0
107,10000,VeraDM-prior,3,3,0,1.0,0.0
108,10000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
108,10000,Random-25,0,0,0,0.0,0.0
108,10000,VeraDM-prior,3,3,0,1.0,0.0
109,10000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
109,10000,Random-25,0,0,0,0.0,0.0
109,10000,VeraDM-prior,4,3,1,1.0,0.25
110,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
110,10000,Random-25,1,0,1,0.0,1.0
110,10000,VeraDM-prior,3,3,0,1.0,0.0
111,10000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
111,10000,Random-25,0,0,0,0.0,0.0
111,10000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
112,10000,Exhaustive-Expanded,0,0,0,0.0,0.0
112,10000,Random-25,0,0,0,0.0,0.0
112,10000,VeraDM-prior,3,3,0,1.0,0.0
113,10000,Exhaustive-Expanded,4,2,2,0.6666666666666666,0.5
113,10000,Random-25,0,0,0,0.0,0.0
113,10000,VeraDM-prior,4,2,2,0.6666666666666666,0.5
114,10000,Exhaustive-Expanded,0,0,0,0.0,0.0
114,10000,Random-25,0,0,0,0.0,0.0
114,10000,VeraDM-prior,3,3,0,1.0,0.0
115,10000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
115,10000,Random-25,0,0,0,0.0,0.0
115,10000,VeraDM-prior,3,3,0,1.0,0.0
116,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
116,10000,Random-25,2,1,1,0.3333333333333333,0.5
116,10000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
117,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
117,10000,Random-25,0,0,0,0.0,0.0
117,10000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
118,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
118,10000,Random-25,0,0,0,0.0,0.0
118,10000,VeraDM-prior,3,3,0,1.0,0.0
119,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
119,10000,Random-25,0,0,0,0.0,0.0
119,10000,VeraDM-prior,3,3,0,1.0,0.0
120,10000,Exhaustive-Expanded,0,0,0,0.0,0.0
120,10000,Random-25,0,0,0,0.0,0.0
120,10000,VeraDM-prior,3,3,0,1.0,0.0
121,10000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
121,10000,Random-25,0,0,0,0.0,0.0
121,10000,VeraDM-prior,3,3,0,1.0,0.0
122,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
122,10000,Random-25,0,0,0,0.0,0.0
122,10000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
123,10000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
123,10000,Random-25,0,0,0,0.0,0.0
123,10000,VeraDM-prior,4,3,1,1.0,0.25
124,10000,Exhaustive-Expanded,0,0,0,0.0,0.0
124,10000,Random-25,0,0,0,0.0,0.0
124,10000,VeraDM-prior,3,3,0,1.0,0.0
125,10000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
125,10000,Random-25,0,0,0,0.0,0.0
125,10000,VeraDM-prior,3,3,0,1.0,0.0
126,10000,Exhaustive-Expanded,4,2,2,0.6666666666666666,0.5
126,10000,Random-25,0,0,0,0.0,0.0
126,10000,VeraDM-prior,3,3,0,1.0,0.0
127,10000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
127,10000,Random-25,0,0,0,0.0,0.0
127,10000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
128,10000,Exhaustive-Expanded,3,3,0,1.0,0.0
128,10000,Random-25,0,0,0,0.0,0.0
128,10000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
129,10000,Exhaustive-Expanded,0,0,0,0.0,0.0
129,10000,Random-25,0,0,0,0.0,0.0
129,10000,VeraDM-prior,3,3,0,1.0,0.0
130,10000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
130,10000,Random-25,1,0,1,0.0,1.0
130,10000,VeraDM-prior,3,3,0,1.0,0.0
131,10000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
131,10000,Random-25,0,0,0,0.0,0.0
131,10000,VeraDM-prior,3,3,0,1.0,0.0
132,10000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
132,10000,Random-25,0,0,0,0.0,0.0
132,10000,VeraDM-prior,4,3,1,1.0,0.25
133,10000,Exhaustive-Expanded,0,0,0,0.0,0.0
133,10000,Random-25,0,0,0,0.0,0.0
133,10000,VeraDM-prior,3,3,0,1.0,0.0
134,10000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
134,10000,Random-25,0,0,0,0.0,0.0
134,10000,VeraDM-prior,3,3,0,1.0,0.0
135,10000,Exhaustive-Expanded,3,3,0,1.0,0.0
135,10000,Random-25,0,0,0,0.0,0.0
135,10000,VeraDM-prior,3,3,0,1.0,0.0
